date,symbol,sector_group,open,high,low,close,volume,return_1d,return_5d,return_20d,momentum_60d,volatility_20d,sma_50,sma_distance_50,volume_ma_20,volume_ratio_20
2022-03-25,ABBV,healthcare,137.6285253670563,138.85436018183373,137.35420499769023,138.2971649169922,5129400,0.006551314838482147,0.013379579258387286,0.07884208752108646,,0.010485709545959898,,,6887880.0,0.7446993850067074
2022-03-28,ABBV,healthcare,137.6799743815732,138.89724174213177,136.754162639673,138.84580993652344,4516500,0.003967145818647433,0.01199673470477225,0.0960954321301366,,0.009815167146372301,,,6559175.0,0.6885774506702443
2022-03-29,ABBV,healthcare,139.72015580085065,139.9687471607753,138.26285190230138,139.02578735351562,6154100,0.0012962394549353995,0.01356170302328863,0.0981109483042526,,0.009772576594622306,,,6492385.0,0.9478951109646147
2022-03-30,ABBV,healthcare,138.63146435451188,140.885987143355,138.63146435451188,140.37164306640625,5151800,0.009680619247049327,0.03364476173429565,0.09480529573049079,,0.009664510150819526,,,6337615.0,0.8128925471174882
2022-03-31,ABBV,healthcare,139.66871277665635,141.15173259137362,138.95722218940193,138.96578979492188,8670100,-0.010015222738536278,0.011417685384962795,0.07778758716017586,,0.010194125479768418,,,6500700.0,1.3337179073022905
2022-04-01,ABBV,healthcare,139.00005990474824,139.7887242672637,137.24274607957125,139.4543914794922,5703300,0.0035159853751873804,0.008367681023646378,0.08049963669191729,,0.010173191857613935,,,6516390.0,0.875223858608831
2022-04-04,ABBV,healthcare,139.30011815688457,140.44880522271814,138.4086031560189,138.77720642089844,6892400,-0.004855960801301351,-0.0004940985662899022,0.08323850677046174,,0.010040796004155042,,,6504125.0,1.0596967309207619
2022-04-05,ABBV,healthcare,138.77720507915248,142.26614351411598,138.7343408886865,140.0973358154297,6683300,0.00951258083786044,0.007707551831296788,0.11063552827567036,,0.008992057868701617,,,6397415.0,1.0446875808432
2022-04-06,ABBV,healthcare,141.00600620434838,145.10357149720335,140.4145144098029,144.7949676513672,8810800,0.033531200351492485,0.03151152532187984,0.13484278429421548,,0.010932312317191035,,,6569510.0,1.3411654750506508
2022-04-07,ABBV,healthcare,143.7319925475215,149.6640324837629,143.62054827572803,148.5410614013672,7469000,0.025871712330636676,0.068903804458464,0.16162785390375456,,0.01170790384449235,,,6711175.0,1.1129198687264152
2022-04-08,ABBV,healthcare,148.30102198823164,150.79556832973637,147.87240631774543,149.981201171875,7204200,0.00969523010621609,0.07548568087890484,0.17375554215049616,,0.011548990894104666,,,6812815.0,1.0574483528468042
2022-04-11,ABBV,healthcare,149.9297433684794,150.0497552226488,145.14640440921966,145.58358764648438,8163200,-0.029321098184505567,0.049045382891934164,0.11656769541993794,,0.013879785236000645,,,6788615.0,1.202483864529068
2022-04-12,ABBV,healthcare,145.13787932854518,146.20941882282636,142.48046923091755,143.4234161376953,8279700,-0.014838015354000866,0.023741210372819177,0.07332587818819647,,0.013822514174673029,,,6783385.0,1.2205852977532603
2022-04-13,ABBV,healthcare,142.64530864945363,142.64530864945363,135.253685472049,137.41497802734375,18312600,-0.041893006540738686,-0.050968550521678035,0.027240448527720895,,0.017174210935705557,,,7340070.0,2.494880839011072
2022-04-14,ABBV,healthcare,136.46405412690672,141.66843850980226,135.57360240860623,140.31979370117188,11074800,0.02113900329882612,-0.05534676824464679,0.032155419563524745,,0.017427170408910855,,,7532415.0,1.4702854263871548
2022-04-18,ABBV,healthcare,140.01720484556174,140.73474247886952,137.24209896151953,137.7694549560547,6500200,-0.01817518881583058,-0.08142184567401844,0.009512757414958495,,0.017973458367289537,,,7361785.0,0.8829652047703105
2022-04-19,ABBV,healthcare,138.668535229805,138.75499221494368,132.88492700898183,135.16725158691406,9359900,-0.018888100921722217,-0.07154883478255769,-0.01481494250700377,,0.01844934103901484,,,7538530.0,1.2416081119263305
2022-04-20,ABBV,healthcare,135.17588548631988,136.6801498913556,134.4496943355371,135.46981811523438,6250000,0.0022384603131901937,-0.05545536591336653,-0.012362942365598872,,0.01846009689966,,,7563200.0,0.8263697905648403
2022-04-21,ABBV,healthcare,135.72915871537018,138.65123017522995,134.30271105004965,137.04322814941406,7903300,0.011614469230639246,-0.002705308280555263,0.009135547703085,,0.01850668652939989,,,7643335.0,1.0340119856057597
2022-04-22,ABBV,healthcare,135.97122358872267,136.87032859567393,133.42954166848818,133.99148559570312,7938300,-0.022268466635824713,-0.045099183362153794,-0.024786183545650542,,0.018987143183370546,,,7808345.0,1.016643091461763
2022-04-25,ABBV,healthcare,133.8617924527709,135.4179254973814,132.1327586679772,135.12399291992188,6932600,0.008452084243889102,-0.01920209408519946,-0.022944591806888348,,0.019032066221642246,,,7898505.0,0.8777104021583831
2022-04-26,ABBV,healthcare,135.24507711103834,138.05475809896535,134.7090806515401,135.02029418945312,6787800,-0.000767433882228441,-0.0010872263491016332,-0.02755225922063642,,0.018996613311637205,,,8012070.0,0.8471967918403109
2022-04-27,ABBV,healthcare,135.34876615789602,137.89044799968713,133.61973232717892,136.26515197753906,6039100,0.00921978281530933,0.005870930317690037,-0.019857002276540303,,0.019134060097844748,,,8006320.0,0.7542916096283936
2022-04-28,ABBV,healthcare,136.90490706940517,136.974070009565,133.42954517739528,135.1326446533203,7465000,-0.008311056112170312,-0.01394146592935408,-0.03732234159720926,,0.019036707513900315,,,8121980.0,0.9191108572047703
2022-04-29,ABBV,healthcare,129.29716201317504,129.55651975468862,120.9718589786329,126.98026275634766,25155900,-0.06032873787001958,-0.052325883306575616,-0.08624804030014732,,0.023083839962240102,,,8946270.0,2.811886965182137
2022-05-02,ABBV,healthcare,126.78142397574544,128.72658739761903,124.00633154776999,127.83613586425781,9690800,0.006740205834606217,-0.053934589247840226,-0.08331222482113754,,0.023152034975656235,,,9145645.0,1.0596081522954368
2022-05-03,ABBV,healthcare,127.99175251941888,130.317305505978,127.90529553740093,129.33175659179688,6163400,0.011699514518548781,-0.042130982100175296,-0.0680619683354512,,0.023417332824066918,134.5417887878418,-0.038724267329763196,9109195.0,0.6766130267273892
2022-05-04,ABBV,healthcare,128.10413291191466,131.72646154051418,127.59407100732234,131.05213928222656,5791500,0.01330209018856543,-0.03825638925036223,-0.06456365840617884,,0.023541069803659786,134.66725982666014,-0.026844836295673247,9064605.0,0.6389136647432514
2022-05-05,ABBV,healthcare,132.07226989562645,132.54775689872702,129.71212891427706,131.56219482421875,6869300,0.003892004699700191,-0.026421815677932337,-0.09138972881301988,,0.021998431536388138,134.7823585510254,-0.023891581668587403,8967530.0,0.7660191825396737
2022-05-06,ABBV,healthcare,129.4009088200163,132.72066439727692,128.82168396558257,132.1241455078125,6145600,0.004271369023180149,0.04050930939822539,-0.11052106224820324,,0.02093078153983424,134.9342416381836,-0.020825671054691797,8901360.0,0.6904113528719207
2022-05-09,ABBV,healthcare,131.0780785851454,132.7379498354896,128.75252547365534,130.50750732421875,6969000,-0.012235751288156127,0.020896841428291513,-0.12984089802921261,,0.02065855234372642,134.9805844116211,-0.03313867032729512,8889600.0,0.7839497840172787
2022-05-10,ABBV,healthcare,130.7755083392744,133.5938293994552,130.11846688601045,131.48440551757812,6525200,0.007485379296475747,0.016644395641942422,-0.09684595878446689,,0.02017319774875235,135.07681045532226,-0.026595275130014695,8807700.0,0.7408517547146247
2022-05-11,ABBV,healthcare,130.55937635015997,133.7926618669233,130.4902133990682,131.3720245361328,5630000,-0.0008547095832615037,0.0024409006648671294,-0.08402666681703097,,0.020051954042689304,135.17216094970703,-0.0281133066666599,8675215.0,0.6489752703535302
2022-05-12,ABBV,healthcare,132.59965191521425,133.43823465173745,129.80725187065394,133.3863525390625,6914800,0.015333005714436965,0.013865363961744537,-0.02931722251907365,,0.018402905527107487,135.27556640625,-0.01396566961334278,8105325.0,0.8531181661438623
2022-05-13,ABBV,healthcare,132.63420619262254,133.47278879886244,131.320136563543,132.703369140625,6398500,-0.005120339415814579,0.004383934750050944,-0.054279046167691636,,0.01763686228334258,135.35091064453124,-0.019560574002042808,7871510.0,0.8128681790406161
2022-05-16,ABBV,healthcare,133.07511511811504,135.63409162003651,132.50454383943344,134.40647888183594,6565600,0.012833960073810546,0.029875458029636537,-0.024410171872215503,,0.01756167568362958,135.4577456665039,-0.00776084659829035,7874780.0,0.8337502761981922
2022-05-17,ABBV,healthcare,134.32866730370006,134.68310927884045,132.14144015977473,133.80995178222656,6032200,-0.0044382317323692355,0.017686859939732846,-0.010041632042911974,,0.017081352186806977,135.5716796875,-0.01299480768648964,7708395.0,0.7825494152803534
2022-05-18,ABBV,healthcare,133.81854997526966,134.60526343103263,131.19042470148108,131.77828979492188,6498100,-0.015183190489532317,0.0030924792414790403,-0.027249821190225454,0.05609698428839316,0.01738330214183479,135.68441360473633,-0.028788301515555226,7720800.0,0.8416355818049943
2022-05-19,ABBV,healthcare,130.71496773016523,131.7523854916184,129.05509667354363,131.16452026367188,5994800,-0.004657592173985314,-0.01665711846150042,-0.04289674116062714,0.04258308874287153,0.017129275414247382,135.75589736938477,-0.033820829847413525,7625375.0,0.7861646148550071
2022-05-20,ABBV,healthcare,131.6918583142501,132.72063551521865,127.78423831114064,130.55068969726562,6746400,-0.0046798521823759875,-0.01622173918642711,-0.0256792129973058,0.048347377943004144,0.016475466355233292,135.80944732666015,-0.038721589203921325,7565780.0,0.8916992035190027
2022-05-23,ABBV,healthcare,131.1040198926258,131.40660617026967,127.24828080933487,127.97447204589844,6886400,-0.019733466420906565,-0.04785488682872374,-0.05291081709123591,-0.0016841874215279828,0.01681137355725212,135.81335861206054,-0.057718081978616165,7563470.0,0.9104815646786462
2022-05-24,ABBV,healthcare,127.10994498376634,130.84466509442333,126.74684939381088,128.90814208984375,6367200,0.007295752262298505,-0.03663262430854486,-0.04526839566082663,0.0176441462198742,0.01695312995658802,135.78382308959962,-0.05063696722708133,7542440.0,0.8441830495171324
2022-05-25,ABBV,healthcare,129.98879189726617,132.26247609527735,129.49601081754403,131.3720245361328,5042600,0.01911347418669518,-0.0030829452971449234,-0.03590886863145171,0.037656834679126394,0.017440421403259014,135.73875900268555,-0.03217013695009796,7492615.0,0.6730093565464127
2022-05-26,ABBV,healthcare,131.08675052408233,132.33165743374428,130.0147444204321,130.1703643798828,6659300,-0.009147001886383288,-0.0075794573242106145,-0.03672155078566042,0.01524211840168399,0.017458145345849534,135.6667463684082,-0.040513848350131165,7452330.0,0.8935863011970753
2022-05-27,ABBV,healthcare,129.26257158912253,129.72076449437535,127.73237297058107,129.6775360107422,8405000,-0.003786025886064026,-0.006688234957227701,0.021241673279335682,0.0057499680471859715,0.01076164937448092,135.54133071899415,-0.04326204174879211,6614785.0,1.2706384258898815
2022-05-31,ABBV,healthcare,128.50181763834536,128.7093064855023,126.79871794344761,127.40387725830078,11227800,-0.017533173611912756,-0.004458661000711239,-0.0033813491235061832,-0.012868353371435215,0.011440208948680116,135.35998352050783,-0.05877738793460807,6691635.0,1.6778858978411106
2022-06-01,ABBV,healthcare,127.76694843463913,127.85340540230602,124.76708689051931,126.23676300048828,5597900,-0.00916074363613184,-0.0207231214882736,-0.023930654565198273,-0.014647101070386803,0.011256582626850307,135.14072158813477,-0.06588656981411478,6663360.0,0.8401016904384575
2022-06-02,ABBV,healthcare,126.78144766270061,127.14455651113006,123.5395080205434,126.86790466308594,5998900,0.0049996660845559315,-0.03428522844913651,-0.031928014621185885,0.005757900366834212,0.010840976941282998,134.93476791381835,-0.05978342998955355,6673730.0,0.8988826338494366
2022-06-03,ABBV,healthcare,126.86787671308862,128.13007740661627,126.86787671308862,127.23097229003906,4891800,0.002861776805704208,-0.02258111593869072,-0.03292148280109397,-0.002816512313197239,0.010816100719430406,134.76333541870116,-0.055893267298998794,6574855.0,0.7440164079664114
2022-06-06,ABBV,healthcare,127.08398972611656,127.79289994629585,125.92554019660957,126.67766571044922,3912400,-0.004348835583276922,-0.02313330737595498,-0.04122244103399886,-0.009349310093108243,0.010740604244816026,134.54894805908202,-0.05850125520993621,6463195.0,0.6053352869594681
2022-06-07,ABBV,healthcare,127.01485298021731,129.11563642969224,126.10710737097466,128.93408203125,4991200,0.01781226633871147,0.012010660945952711,-0.012056205234691197,0.00904041422389712,0.011326109622902836,134.3616864013672,-0.04039547668301646,6364305.0,0.7842490264058684
2022-06-08,ABBV,healthcare,128.7265733256468,129.5478750116206,128.16464256401636,129.02915954589844,4835200,0.0007374118088139259,0.022120311698735184,-0.01867328647845956,-0.010398124917933571,0.011173770840471548,134.16535339355468,-0.03828256489281523,6279805.0,0.7699602137327513
2022-06-09,ABBV,healthcare,129.43548511243807,130.12710134441406,125.6143215903367,125.72669982910156,5642900,-0.02559467742345578,-0.008995220950602012,-0.04297204619449668,-0.05910956425540714,0.012465284657294644,133.89937164306642,-0.06103592357214804,6280450.0,0.8984865734143254
2022-06-10,ABBV,healthcare,124.7843769483893,125.03509425825447,122.89108266336933,123.798828125,5464700,-0.015333828906048508,-0.026975697059164583,-0.07187785130607549,-0.0745465628570281,0.012085813924625346,133.5679153442383,-0.07313947510568597,6207945.0,0.8802751957370757
2022-06-13,ABBV,healthcare,121.77588210579599,122.82195362572102,119.97768491240664,120.53097534179688,5997000,-0.026396475901238503,-0.048522289498939886,-0.09172633579430156,-0.11340591271640221,0.013114364033649979,133.19921905517577,-0.09510749239551675,6187870.0,0.9691541677507769
2022-06-14,ABBV,healthcare,120.54825796956014,121.60296981194051,117.85096903048019,118.9748306274414,5861800,-0.012910745224973263,-0.07724296979440048,-0.11481327673170671,-0.12820581769741846,0.012552435755332374,132.78962783813478,-0.10403521295754403,6152680.0,0.9527230410162726
2022-06-15,ABBV,healthcare,118.0671004960687,120.24567397611438,117.77315467193394,119.38115692138672,5981800,0.003415229017788457,-0.07477381592243659,-0.10783050639105274,-0.1298740592535419,0.012725644169074426,132.40170684814453,-0.09834125432908103,6150160.0,0.9726251024363594
2022-06-16,ABBV,healthcare,118.04115628060991,120.4185782502406,117.36683401363337,120.29754638671875,6963400,0.007676165057903361,-0.043182183655202766,-0.08712166037417746,-0.12297575646736714,0.012846698783262755,132.0057110595703,-0.08869437980276473,6173425.0,1.1279638126323719
2022-06-17,ABBV,healthcare,118.95752974218715,120.62604101360914,118.60307465013511,119.54539489746094,10429900,-0.0062524258544716105,-0.03435762108543028,-0.08858436216481202,-0.11971201215646055,0.01285288228128821,131.5007196044922,-0.09091451927402872,6395180.0,1.6309001466729631
2022-06-21,ABBV,healthcare,120.98917582316778,124.4645385551194,120.77304652973895,124.03227996826172,7160500,0.037532897646533,0.02904900268612276,-0.049930105648001266,-0.09727104992063929,0.01592820584667334,131.01054397583007,-0.05326490369245218,6415885.0,1.1160580340825934
2022-06-22,ABBV,healthcare,124.24839570369853,129.7640188914127,124.15329829730747,127.5681381225586,7995700,0.028507563959976112,0.07222794476611893,-0.003175117012353179,-0.07757951365722715,0.01679997977252079,130.56228271484375,-0.022932691815940043,6471350.0,1.2355536325496226
2022-06-23,ABBV,healthcare,128.5709935668216,130.3691908492614,127.55085645467022,129.20208740234375,7795000,0.012808443423508953,0.08226533176776107,0.0022802695604373646,-0.0694563454135817,0.016970776618722476,130.23465270996093,-0.007928498952707752,6542740.0,1.1913968765379641
2022-06-24,ABBV,healthcare,130.44698385717223,132.04634575853845,129.34904345357768,131.70053100585938,8527600,0.019337486365334833,0.09478983538436947,0.0025005816183962803,-0.052689910894225256,0.016983950424749147,130.0001950073242,0.013079488061070732,6716990.0,1.2695567508660874
2022-06-27,ABBV,healthcare,132.2711190100858,134.38918331018573,132.05498973065755,132.39215087890625,5377300,0.005251458500316275,0.1074634116392732,0.01706829745470695,-0.05684547115919347,0.016868934547016778,129.89973846435547,0.019187201175425717,6652890.0,0.8082652802015364
2022-06-28,ABBV,healthcare,132.4180807418333,134.10388642457445,130.87924138102505,131.83021545410156,5735700,-0.004244476889862403,0.06287020997949266,0.016600249430873237,-0.0513477047217924,0.0168760634342917,129.72994689941407,0.016189543007490315,6519425.0,0.8797861774619694
2022-06-29,ABBV,healthcare,133.04916399845797,135.40065134635708,132.57369019101216,133.25665283203125,6140900,0.010820261296063283,0.04459197095130074,0.04593875555187732,-0.044442764273740054,0.01642584537739573,129.63969085693358,0.027900112621290107,6265080.0,0.9801790240507703
2022-06-30,ABBV,healthcare,132.41806424899173,133.1701898003479,130.42967255661466,132.409423828125,7289500,-0.006357873966519101,0.024824184270284988,0.048897489771762004,-0.0458849313730999,0.0163339350843,129.5845343017578,0.021799588520255098,6349660.0,1.1480142243836677
2022-07-01,ABBV,healthcare,132.34026945706657,133.01459168984428,130.9397560799872,132.9627227783203,4620000,0.00417869766515655,0.009583801696325667,0.04804066191066969,-0.050926115015554774,0.01632839574402341,129.53439239501952,0.026466564747113397,6280715.0,0.7355850408751233
2022-07-05,ABBV,healthcare,131.3201502534262,133.17887004711596,129.38364027341402,133.0751190185547,5478800,0.0008453214396171305,0.0051586754585861705,0.045933365306626506,-0.08094099417205702,0.016332106995515988,129.45503021240233,0.02796406443390209,6310065.0,0.8682636391225764
2022-07-06,ABBV,healthcare,133.66298901649202,133.99150973492593,131.13860067393236,131.8647918701172,5113600,-0.009095067187343542,0.00026227990219473973,0.04094744034456976,-0.11226706860663715,0.016468846412245924,129.41249633789062,0.018949449254295647,6370125.0,0.8027471988383273
2022-07-07,ABBV,healthcare,129.85046751310247,131.90802245981237,129.6862071512748,131.40660095214844,6516100,-0.0034747024696331064,-0.01388337347940738,0.019176612435951368,-0.1238461892196776,0.01608587248110424,129.33814849853516,0.015992593659531984,6446370.0,1.0108169403866052
2022-07-08,ABBV,healthcare,131.40657378754776,134.2162538191894,131.2250194274052,132.14141845703125,4078400,0.005591937540111891,-0.0020240656846421956,0.02412058578143128,-0.09233299856639254,0.016117145112752248,129.28057098388672,0.022128982347247694,6408530.0,0.6364017957316265
2022-07-11,ABBV,healthcare,131.64865164923535,133.5678805020593,131.64865164923535,132.46994018554688,4491000,0.0024861374454101526,-0.003706171041601092,0.053634115630262214,-0.0763716012846356,0.014820477675811598,129.20466674804686,0.025272101385218626,6350935.0,0.7071399723032907
2022-07-12,ABBV,healthcare,132.27110891638281,133.62840701952828,131.45846077710888,131.8042755126953,5319500,-0.005025024333212391,-0.009549820546710719,0.06466496903841601,-0.040830356306078786,0.014330736442475003,129.13809936523438,0.020645929904236304,6343675.0,0.8385517858339212
2022-07-13,ABBV,healthcare,131.40659785452291,132.98866571430213,130.80143852901597,131.53627014160156,5221200,-0.0020333587059392366,-0.0024913528763553794,0.09130677627552841,-0.06259646859427326,0.012611807225894757,129.22921951293947,0.01785239156714935,6304885.0,0.8281197833108772
2022-07-14,ABBV,healthcare,129.92193698467315,131.77185217811896,129.57290090416853,131.27447509765625,7576900,-0.001990287877735031,-0.0010054734962690048,0.10338022256766255,-0.047143830687797816,0.012044111262263379,129.29798629760742,0.015286307673032962,6390640.0,1.1856246009789317
2022-07-15,ABBV,healthcare,132.49611374146838,134.26749780129293,132.13834310685655,134.04934692382812,4873000,0.021137938842319626,0.01443853478398438,0.12286855296686827,-0.008270528918516318,0.012562280356851682,129.39233810424804,0.03599138007559666,6335200.0,0.7691943427200404
2022-07-18,ABBV,healthcare,134.20642912555155,134.79107190832542,129.9219424843951,130.51531982421875,6838400,-0.02636362787815405,-0.014755199244374517,0.08493750491512997,-0.036572709404549375,0.01446818821981851,129.3816017150879,0.008762591389364749,6328950.0,1.080495184825287
2022-07-19,ABBV,healthcare,130.89052262522495,131.0912176984193,129.84340110719765,130.6636505126953,5647100,0.0011365002106751287,-0.008653930197356385,0.09300446600030865,-0.04655157152138367,0.014280817487118031,129.36363082885742,0.010049344437137453,6089810.0,0.9273031506730095
2022-07-20,ABBV,healthcare,130.48041963580718,131.28321337705063,128.5694155570879,128.8748321533203,5315700,-0.0136902524332978,-0.020233491381625446,0.03904267652177107,-0.03818640729024725,0.01254212942294995,129.2986445617676,-0.003277779205526077,5997570.0,0.8863089551268264
2022-07-21,ABBV,healthcare,128.48214679892615,129.00570092086448,127.41756944164993,128.9271697998047,4066800,0.0004061122378193893,-0.017880896466014318,0.01065337863550564,-0.045860272378049016,0.010879033930447316,129.2670378112793,-0.0026291931588220407,5801125.0,0.7010364368980154
2022-07-22,ABBV,healthcare,129.55545043945312,130.2709784284076,128.77883381071518,129.55545043945312,3639700,0.004873143811533476,-0.03352419528704309,0.0027349638400886445,-0.04047423968971675,0.010549536527502762,129.2284587097168,0.0025303383867700813,5593360.0,0.6507179941931147
2022-07-25,ABBV,healthcare,129.61652340791858,131.71077988371147,129.59034636702256,131.08250427246094,4347000,0.011786874483690424,0.004345730823064109,-0.004692666982268556,-0.038033551717847836,0.009946078487691544,129.22266830444335,0.014392490051636342,5384330.0,0.8073427891678259
2022-07-26,ABBV,healthcare,131.8940472151786,133.9970253801443,131.17851908708667,131.64971923828125,4900600,0.004327159974311545,0.0075466185256329865,-0.005607822183537725,-0.025774123077176747,0.009921590720738742,129.18793563842775,0.019055832014713614,5360495.0,0.9142066171127853
2022-07-27,ABBV,healthcare,130.45422201574314,132.19942899923134,129.95683163431016,131.89401245117188,4145800,0.0018556303371104477,0.023427229718985698,0.0004839330410753018,0.038696956425841034,0.00988551877832014,129.17174850463869,0.021074762694223592,5281000.0,0.7850407119863663
2022-07-28,ABBV,healthcare,132.1470806352446,132.9935071240327,127.9411252319987,130.67237854003906,6572300,-0.009262239342252676,0.01353639223558778,-0.01939321029809782,0.022186548870601897,0.009755253778391095,129.09706649780273,0.012202539414504443,5302570.0,1.239455584744756
2022-07-29,ABBV,healthcare,126.91148034037975,127.66192003180728,121.33554340211464,125.22734832763672,17754700,-0.04166932808017987,-0.03340733328575096,-0.05424142249732189,-0.031735502341584065,0.013329397920493515,128.92541442871095,-0.028683763534606,5825830.0,3.047582919515331
2022-08-01,ABBV,healthcare,123.48216709480091,124.6427318231866,121.42282145828344,122.35651397705078,8523900,-0.022924979159303693,-0.0665686877424373,-0.07976828828146476,-0.06635241021475713,0.013956408480867589,128.73697891235352,-0.04956202164450885,6021025.0,1.4156891891330794
2022-08-02,ABBV,healthcare,123.19417277915117,124.6426979850815,122.25177258588585,122.50482177734375,5197100,0.0012120956659551485,-0.0694638584407884,-0.07943105607696,-0.06884480043052355,0.013963424365615078,128.56378494262697,-0.047128070848155956,6006940.0,0.865182605453026
2022-08-03,ABBV,healthcare,123.66539705508943,124.79978452463294,122.73170470777356,123.21163940429688,5474200,0.0057697127076172805,-0.06582840938355161,-0.06562140161221663,-0.06745554394513475,0.014075118033597272,128.41700393676757,-0.04053485420851133,6024970.0,0.908585436939935
2022-08-04,ABBV,healthcare,123.98822790852564,124.41580841615252,121.02138133952137,121.22207641601562,7071700,-0.0161475246811128,-0.07232057937269265,-0.0775039036268923,-0.07114863427078877,0.014366001055673368,128.28195602416992,-0.055034081385725964,6052750.0,1.1683449671636859
2022-08-05,ABBV,healthcare,121.33553894355542,122.08597860740751,120.37566961250918,120.4542007446289,5371100,-0.006334454037492998,-0.038115856055018105,-0.08844477264486683,-0.08388983263474992,0.014196647649363042,128.11287719726562,-0.05978069199744873,6117385.0,0.8780058799634157
2022-08-08,ABBV,healthcare,120.45418326520301,122.86257748638515,120.21858990303143,122.46117401123047,4854600,0.016661712536339746,0.0008553695326700694,-0.07555499881933525,-0.06782913300123106,0.014901348359552436,127.93466018676757,-0.042783450298351844,6135565.0,0.7912229762051254
2022-08-09,ABBV,healthcare,122.75787308433635,124.11914594058086,122.05980082764663,122.38265991210938,3819700,-0.0006411346269952212,-0.0009972004649450028,-0.071481866304697,-0.08249489110012709,0.014914829253362134,127.7789060974121,-0.04223111897036358,6060575.0,0.6302537300503666
2022-08-10,ABBV,healthcare,122.9585641707462,123.08944937170268,121.2918882659113,122.9847412109375,4075300,0.00491966181532999,-0.001841532134921553,-0.06501270654442426,-0.07323572862259986,0.015033694224735482,127.64505020141601,-0.03650990761588346,6003280.0,0.6788455644247812
