Date,symbol,sector_group,adj_close,close,high,low,open,volume,dividends,stock_splits
2025-09-30,CRM,technology,235.42015075683594,237.0,245.2100067138672,235.80999755859375,245.0500030517578,10801100,0.0,0.0
2025-10-01,CRM,technology,234.118896484375,235.69000244140625,242.47000122070312,233.50999450683594,236.49000549316406,10016600,0.0,0.0
2025-10-02,CRM,technology,237.28761291503906,238.8800048828125,239.39999389648438,233.60000610351562,235.42999267578125,7679200,0.0,0.0
2025-10-03,CRM,technology,238.75775146484375,240.36000061035156,242.80999755859375,238.5,238.75,8849800,0.0,0.0
2025-10-06,CRM,technology,244.14161682128906,245.77999877929688,250.47000122070312,235.41000366210938,239.3300018310547,13922600,0.0,0.0
2025-10-07,CRM,technology,238.14187622070312,239.74000549316406,247.36000061035156,237.5500030517578,246.47999572753906,8387400,0.0,0.0
2025-10-08,CRM,technology,238.8272705078125,240.42999267578125,241.32000732421875,235.64999389648438,239.74000549316406,7120200,0.0,0.0
2025-10-09,CRM,technology,243.6946258544922,245.3300018310547,245.9600067138672,237.14999389648438,239.27000427246094,7929100,0.0,0.0
2025-10-10,CRM,technology,240.06895446777344,241.67999267578125,249.0500030517578,240.72000122070312,246.52000427246094,7988300,0.0,0.0
2025-10-13,CRM,technology,247.09182739257812,248.75,249.35000610351562,242.3699951171875,242.88999938964844,8276500,0.0,0.0
2025-10-14,CRM,technology,238.1716766357422,239.77000427246094,248.27999877929688,239.5500030517578,248.11000061035156,9123900,0.0,0.0
2025-10-15,CRM,technology,235.00296020507812,236.5800018310547,241.32000732421875,235.89999389648438,240.8699951171875,8389200,0.0,0.0
2025-10-16,CRM,technology,244.3601531982422,246.0,256.739990234375,242.6699981689453,253.19000244140625,24869700,0.0,0.0
2025-10-17,CRM,technology,241.4596405029297,243.0800018310547,250.77999877929688,242.16000366210938,246.57000732421875,10851200,0.0,0.0
2025-10-20,CRM,technology,252.5849609375,254.27999877929688,255.39999389648438,244.3000030517578,245.0,9963900,0.0,0.0
2025-10-21,CRM,technology,261.65411376953125,263.4100036621094,267.1300048828125,254.0,254.5,13354700,0.0,0.0
2025-10-22,CRM,technology,254.92926025390625,256.6400146484375,262.3999938964844,256.510009765625,262.20001220703125,9370000,0.0,0.0
2025-10-23,CRM,technology,253.34983825683594,255.0500030517578,258.55999755859375,254.1199951171875,257.6000061035156,6110100,0.0,0.0
2025-10-24,CRM,technology,253.13131713867188,254.8300018310547,258.5,254.0,257.4200134277344,5490800,0.0,0.0
2025-10-27,CRM,technology,253.76702880859375,255.47000122070312,258.1000061035156,254.9199981689453,257.0799865722656,4942400,0.0,0.0
2025-10-28,CRM,technology,252.56509399414062,254.25999450683594,258.8399963378906,254.13999938964844,255.47000122070312,6435600,0.0,0.0
2025-10-29,CRM,technology,249.78375244140625,251.4600067138672,253.57000732421875,249.0399932861328,252.0,7904200,0.0,0.0
2025-10-30,CRM,technology,254.93914794921875,256.6499938964844,259.2799987792969,250.0,250.5,7767800,0.0,0.0
2025-10-31,CRM,technology,258.6741027832031,260.4100036621094,261.82000732421875,252.6300048828125,254.8000030517578,6878300,0.0,0.0
2025-11-03,CRM,technology,259.597900390625,261.3399963378906,261.55999755859375,255.10000610351562,260.0,7054300,0.0,0.0
2025-11-04,CRM,technology,252.743896484375,254.44000244140625,259.260009765625,253.4600067138672,258.1499938964844,6792200,0.0,0.0
2025-11-05,CRM,technology,250.99563598632812,252.67999267578125,256.8299865722656,252.00999450683594,254.6999969482422,5241200,0.0,0.0
2025-11-06,CRM,technology,237.67503356933594,239.27000427246094,250.5399932861328,234.47999572753906,250.5399932861328,11041800,0.0,0.0
2025-11-07,CRM,technology,238.2809600830078,239.8800048828125,240.97000122070312,235.7899932861328,236.14999389648438,5741500,0.0,0.0
2025-11-10,CRM,technology,240.09877014160156,241.7100067138672,241.91000366210938,235.0800018310547,240.0,6486600,0.0,0.0
2025-11-11,CRM,technology,242.8701629638672,244.5,245.6999969482422,241.16000366210938,241.89999389648438,5762800,0.0,0.0
2025-11-12,CRM,technology,244.38003540039062,246.02000427246094,248.42999267578125,243.67999267578125,245.74000549316406,4278200,0.0,0.0
2025-11-13,CRM,technology,238.8272705078125,240.42999267578125,245.89999389648438,239.91000366210938,245.25,5542100,0.0,0.0
2025-11-14,CRM,technology,242.03575134277344,243.66000366210938,245.17999267578125,237.4199981689453,238.30999755859375,5512900,0.0,0.0
2025-11-17,CRM,technology,235.449951171875,237.02999877929688,242.8300018310547,235.58999633789062,242.07000732421875,5280900,0.0,0.0
2025-11-18,CRM,technology,231.94346618652344,233.5,237.7899932861328,230.27000427246094,236.24000549316406,8045100,0.0,0.0
2025-11-19,CRM,technology,226.36094665527344,227.8800048828125,232.27999877929688,225.05999755859375,232.0,9710700,0.0,0.0
2025-11-20,CRM,technology,223.86767578125,225.3699951171875,231.07000732421875,223.3000030517578,229.25,7521100,0.0,0.0
2025-11-21,CRM,technology,225.59608459472656,227.11000061035156,228.67999267578125,221.9600067138672,224.86000061035156,7479300,0.0,0.0
2025-11-24,CRM,technology,225.3080291748047,226.82000732421875,228.83999633789062,225.0399932861328,227.33999633789062,8563300,0.0,0.0
2025-11-25,CRM,technology,232.55934143066406,234.1199951171875,234.6300048828125,226.52000427246094,226.8000030517578,10233000,0.0,0.0
2025-11-26,CRM,technology,226.62913513183594,228.14999389648438,232.82000732421875,226.0,230.50999450683594,8506600,0.0,0.0
2025-11-28,CRM,technology,229.00320434570312,230.5399932861328,232.55999755859375,228.6300048828125,229.0,3691500,0.0,0.0
2025-12-01,CRM,technology,231.27793884277344,232.8300018310547,234.25,228.60000610351562,228.6699981689453,5634700,0.0,0.0
2025-12-02,CRM,technology,233.1454315185547,234.7100067138672,236.64999389648438,231.6199951171875,233.02000427246094,7626200,0.0,0.0
2025-12-03,CRM,technology,237.12867736816406,238.72000122070312,239.25999450683594,233.16000366210938,235.36000061035156,13782000,0.0,0.0
2025-12-04,CRM,technology,245.8104248046875,247.4600067138672,248.97000122070312,237.60000610351562,243.69000244140625,20912100,0.0,0.0
2025-12-05,CRM,technology,258.8330383300781,260.57000732421875,261.8800048828125,249.5,250.8300018310547,15852400,0.0,0.0
2025-12-08,CRM,technology,257.79998779296875,259.5299987792969,264.2799987792969,256.3399963378906,261.8800048828125,10805400,0.0,0.0
2025-12-09,CRM,technology,259.2799987792969,261.0199890136719,262.25,259.0,260.0,8045900,0.0,0.0
2025-12-10,CRM,technology,262.4388122558594,264.20001220703125,265.92999267578125,259.1499938964844,260.75,8894700,0.0,0.0
2025-12-11,CRM,technology,260.6011657714844,262.3500061035156,267.8999938964844,260.7699890136719,263.5,7783800,0.0,0.0
2025-12-12,CRM,technology,260.48199462890625,262.2300109863281,264.489990234375,260.9100036621094,263.5199890136719,6006600,0.0,0.0
2025-12-15,CRM,technology,252.88296508789062,254.5800018310547,262.2799987792969,253.08999633789062,261.2099914550781,10271800,0.0,0.0
2025-12-16,CRM,technology,253.21075439453125,254.91000366210938,255.86000061035156,252.11000061035156,254.0,6145300,0.0,0.0
2025-12-17,CRM,technology,256.41925048828125,258.1400146484375,261.9700012207031,256.25,256.3299865722656,6269000,0.0,0.0
2025-12-18,CRM,technology,256.54461669921875,257.8500061035156,260.07000732421875,256.1600036621094,258.4200134277344,5654200,0.416,0.0
2025-12-19,CRM,technology,258.59417724609375,259.9100036621094,262.0400085449219,255.5,260.67999267578125,20732100,0.0,0.0
2025-12-22,CRM,technology,263.290283203125,264.6300048828125,264.6300048828125,258.4100036621094,260.6199951171875,5664200,0.0,0.0
2025-12-23,CRM,technology,262.0963439941406,263.42999267578125,264.239990234375,260.5199890136719,262.7200012207031,4745100,0.0,0.0
2025-12-24,CRM,technology,263.9170837402344,265.260009765625,266.29998779296875,262.54998779296875,263.2300109863281,2076600,0.0,0.0
2025-12-26,CRM,technology,264.73291015625,266.0799865722656,267.9100036621094,264.79998779296875,264.79998779296875,2456400,0.0,0.0
2025-12-29,CRM,technology,264.8821716308594,266.2300109863281,269.1099853515625,264.7099914550781,264.7099914550781,4300100,0.0,0.0
2025-12-30,CRM,technology,264.5737609863281,265.9200134277344,268.2799987792969,265.3299865722656,266.6600036621094,3291800,0.0,0.0
2025-12-31,CRM,technology,263.56884765625,264.9100036621094,266.1000061035156,264.3900146484375,265.2900085449219,3367900,0.0,0.0
2026-01-02,CRM,technology,252.3360137939453,253.6199951171875,265.3800048828125,252.47999572753906,265.0,9680600,0.0,0.0
2026-01-05,CRM,technology,254.962646484375,256.260009765625,259.5899963378906,252.30999755859375,253.6199951171875,6421500,0.0,0.0
2026-01-06,CRM,technology,261.56903076171875,262.8999938964844,263.54998779296875,255.0,255.1999969482422,6103300,0.0,0.0
2026-01-07,CRM,technology,264.772705078125,266.1199951171875,267.8299865722656,263.5,263.5,5976200,0.0,0.0
2026-01-08,CRM,technology,259.2110290527344,260.5299987792969,265.20001220703125,260.4100036621094,264.3999938964844,5243500,0.0,0.0
2026-01-09,CRM,technology,258.6240234375,259.94000244140625,261.0299987792969,256.510009765625,260.0,5174400,0.0,0.0
2026-01-12,CRM,technology,258.08673095703125,259.3999938964844,261.55999755859375,255.77000427246094,259.0,4927700,0.0,0.0
2026-01-13,CRM,technology,239.839599609375,241.05999755859375,260.9100036621094,240.36000061035156,257.6600036621094,13661000,0.0,0.0
2026-01-14,CRM,technology,238.35714721679688,239.57000732421875,242.24000549316406,236.4600067138672,239.17999267578125,10149300,0.0,0.0
2026-01-15,CRM,technology,232.34771728515625,233.52999877929688,238.83999633789062,231.6699981689453,237.02000427246094,11489600,0.0,0.0
2026-01-16,CRM,technology,225.96022033691406,227.11000061035156,232.9499969482422,226.44000244140625,232.9499969482422,13902600,0.0,0.0
2026-01-20,CRM,technology,218.95587158203125,220.07000732421875,227.94000244140625,219.36000061035156,223.5399932861328,13050800,0.0,0.0
2026-01-21,CRM,technology,220.45822143554688,221.5800018310547,223.38999938964844,218.9600067138672,220.14999389648438,12616600,0.0,0.0
2026-01-22,CRM,technology,226.9352569580078,228.08999633789062,228.72000122070312,221.11000061035156,222.24000549316406,9483000,0.0,0.0
2026-01-23,CRM,technology,226.8954620361328,228.0500030517578,230.85000610351562,226.64999389648438,226.77999877929688,9408000,0.0,0.0
2026-01-26,CRM,technology,228.23863220214844,229.39999389648438,230.9499969482422,227.58999633789062,229.42999267578125,7239600,0.0,0.0
2026-01-27,CRM,technology,227.37301635742188,228.52999877929688,235.74000549316406,226.27000427246094,231.94000244140625,9838400,0.0,0.0
2026-01-28,CRM,technology,226.80592346191406,227.9600067138672,231.86000061035156,227.6699981689453,229.38999938964844,8465900,0.0,0.0
2026-01-29,CRM,technology,212.99618530273438,214.0800018310547,217.27999877929688,208.77999877929688,216.6699981689453,18555600,0.0,0.0
2026-01-30,CRM,technology,211.21524047851562,212.2899932861328,215.5500030517578,211.02999877929688,214.16000366210938,11090400,0.0,0.0
2026-02-02,CRM,technology,209.74273681640625,210.80999755859375,216.88999938964844,209.8000030517578,214.35000610351562,7950900,0.0,0.0
2026-02-03,CRM,technology,195.38580322265625,196.3800048828125,205.55999755859375,193.11000061035156,205.0,20194200,0.0,0.0
2026-02-04,CRM,technology,198.4302978515625,199.44000244140625,200.6699981689453,187.27999877929688,193.30999755859375,23010000,0.0,0.0
2026-02-05,CRM,technology,189.0082550048828,189.97000122070312,199.55999755859375,188.7899932861328,193.99000549316406,21956300,0.0,0.0
2026-02-06,CRM,technology,190.3812713623047,191.35000610351562,194.60000610351562,187.1199951171875,191.6300048828125,13652600,0.0,0.0
2026-02-09,CRM,technology,193.04769897460938,194.02999877929688,195.1999969482422,185.72999572753906,189.3000030517578,12112000,0.0,0.0
2026-02-10,CRM,technology,192.4706268310547,193.4499969482422,199.10000610351562,190.75,191.89999389648438,13393000,0.0,0.0
2026-02-11,CRM,technology,184.0634002685547,185.0,193.6699981689453,181.80999755859375,193.14999389648438,16350200,0.0,0.0
2026-02-12,CRM,technology,184.49122619628906,185.42999267578125,188.32000732421875,180.24000549316406,185.9600067138672,16849100,0.0,0.0
2026-02-13,CRM,technology,188.75950622558594,189.72000122070312,193.4499969482422,184.3000030517578,186.44000244140625,14822900,0.0,0.0
2026-02-17,CRM,technology,183.35699462890625,184.2899932861328,193.0,183.1699981689453,190.97000122070312,13692900,0.0,0.0
2026-02-18,CRM,technology,186.8392791748047,187.7899932861328,188.13999938964844,181.86000061035156,183.8800048828125,9852900,0.0,0.0
2026-02-19,CRM,technology,184.35194396972656,185.2899932861328,186.9499969482422,183.22999572753906,186.60000610351562,9565100,0.0,0.0
2026-02-20,CRM,technology,184.22259521484375,185.16000366210938,191.72999572753906,183.72999572753906,185.32000732421875,10816200,0.0,0.0
2026-02-23,CRM,technology,177.25804138183594,178.16000366210938,182.47000122070312,174.57000732421875,181.27000427246094,15498600,0.0,0.0
2026-02-24,CRM,technology,184.48129272460938,185.4199981689453,188.6699981689453,176.27999877929688,177.63999938964844,15564700,0.0,0.0
2026-02-25,CRM,technology,190.77923583984375,191.75,192.60000610351562,182.25999450683594,183.0,21875100,0.0,0.0
2026-02-26,CRM,technology,198.46014404296875,199.47000122070312,201.0399932861328,191.3300018310547,196.75999450683594,26680500,0.0,0.0
2026-02-27,CRM,technology,193.80384826660156,194.7899932861328,195.9199981689453,189.9199981689453,191.91000366210938,16346500,0.0,0.0
2026-03-02,CRM,technology,191.97315979003906,192.9499969482422,195.94000244140625,190.67999267578125,192.5,9932700,0.0,0.0
2026-03-03,CRM,technology,195.05746459960938,196.0500030517578,198.6699981689453,189.5800018310547,190.75,13208900,0.0,0.0
2026-03-04,CRM,technology,192.1024932861328,193.0800018310547,196.47000122070312,192.10000610351562,195.10000610351562,11583700,0.0,0.0
2026-03-05,CRM,technology,200.37042236328125,201.38999938964844,204.4199981689453,194.24000549316406,194.36000061035156,15860900,0.0,0.0
2026-03-06,CRM,technology,201.0867919921875,202.11000061035156,202.9600067138672,197.3699951171875,200.7899932861328,9657400,0.0,0.0
2026-03-09,CRM,technology,197.78358459472656,198.7899932861328,203.6699981689453,195.8699951171875,198.55999755859375,10754800,0.0,0.0
2026-03-10,CRM,technology,193.92324829101562,194.91000366210938,199.57000732421875,190.60000610351562,197.25999450683594,14467400,0.0,0.0
2026-03-11,CRM,technology,193.14718627929688,194.1300048828125,199.5500030517578,191.2899932861328,196.39999389648438,9580000,0.0,0.0
2026-03-12,CRM,technology,198.27110290527344,199.27999877929688,204.86000061035156,193.14999389648438,194.1300048828125,26309700,0.0,0.0
2026-03-13,CRM,technology,191.853759765625,192.8300018310547,201.0,191.75,199.72999572753906,14834700,0.0,0.0
2026-03-16,CRM,technology,197.33587646484375,198.33999633789062,198.6300048828125,195.14999389648438,195.14999389648438,13419600,0.0,0.0
2026-03-17,CRM,technology,194.3212127685547,195.30999755859375,202.3800048828125,194.4499969482422,198.22000122070312,11559300,0.0,0.0
2026-03-18,CRM,technology,193.3561248779297,194.33999633789062,196.14999389648438,192.63999938964844,193.39999389648438,10525100,0.0,0.0
2026-03-19,CRM,technology,194.00283813476562,194.99000549316406,200.39999389648438,193.3000030517578,195.58999633789062,9254300,0.0,0.0
2026-03-20,CRM,technology,194.39085388183594,195.3800048828125,195.6699981689453,190.0,193.2100067138672,20201100,0.0,0.0
2026-03-23,CRM,technology,194.19186401367188,195.17999267578125,198.0500030517578,192.0,197.08999633789062,13976200,0.0,0.0
2026-03-24,CRM,technology,182.09344482421875,183.02000427246094,192.13999938964844,182.2899932861328,192.13999938964844,18631400,0.0,0.0
2026-03-25,CRM,technology,181.03880310058594,181.9600067138672,187.38999938964844,179.85000610351562,185.6999969482422,12565200,0.0,0.0
2026-03-26,CRM,technology,184.70018005371094,185.63999938964844,187.47000122070312,179.52999877929688,181.17999267578125,10330700,0.0,0.0
2026-03-27,CRM,technology,178.40220642089844,179.30999755859375,184.11000061035156,178.82000732421875,184.0,9902000,0.0,0.0
2026-03-30,CRM,technology,184.09324645996094,185.02999877929688,186.38999938964844,179.5800018310547,180.10000610351562,11617700,0.0,0.0
2026-03-31,CRM,technology,185.72496032714844,186.6699981689453,188.5,182.30999755859375,184.89999389648438,11041400,0.0,0.0
2026-04-01,CRM,technology,185.29713439941406,186.24000549316406,188.97999572753906,183.00999450683594,186.85000610351562,11677700,0.0,0.0
2026-04-02,CRM,technology,186.2323760986328,187.17999267578125,187.5800018310547,181.5800018310547,185.3000030517578,11635500,0.0,0.0
2026-04-06,CRM,technology,184.09324645996094,185.02999877929688,188.13999938964844,183.60000610351562,187.5,14391000,0.0,0.0
2026-04-07,CRM,technology,182.03375244140625,182.9600067138672,186.5800018310547,182.02000427246094,184.9499969482422,12344600,0.0,0.0
2026-04-08,CRM,technology,175.47708129882812,176.3699951171875,186.77000427246094,175.77999877929688,186.5,13472100,0.0,0.0
2026-04-09,CRM,technology,170.41018676757812,170.85000610351562,174.2899932861328,167.1199951171875,173.1699981689453,20855400,0.44,0.0
2026-04-10,CRM,technology,164.53533935546875,164.9600067138672,171.25999450683594,163.52000427246094,171.25999450683594,18109300,0.0,0.0
2026-04-13,CRM,technology,172.37510681152344,172.82000732421875,173.39999389648438,165.77000427246094,167.0500030517578,12390800,0.0,0.0
2026-04-14,CRM,technology,170.86898803710938,171.30999755859375,177.5,170.5,175.2100067138672,13123600,0.0,0.0
2026-04-15,CRM,technology,177.14280700683594,177.60000610351562,179.6199951171875,172.8800048828125,174.22000122070312,14340300,0.0,0.0
2026-04-16,CRM,technology,180.75347900390625,181.22000122070312,184.5500030517578,178.57000732421875,184.0,11866700,0.0,0.0
2026-04-17,CRM,technology,181.67111206054688,182.13999938964844,187.97999572753906,181.02999877929688,185.42999267578125,17225700,0.0,0.0
2026-04-20,CRM,technology,185.7904815673828,186.27000427246094,189.0,182.1199951171875,182.5,14382300,0.0,0.0
2026-04-21,CRM,technology,186.62831115722656,187.11000061035156,193.55999755859375,184.10000610351562,186.60000610351562,12073700,0.0,0.0
2026-04-22,CRM,technology,189.3114013671875,189.8000030517578,191.14999389648438,187.02999877929688,188.1999969482422,14565900,0.0,0.0
2026-04-23,CRM,technology,172.85386657714844,173.3000030517578,178.8699951171875,170.64999389648438,177.55999755859375,22719900,0.0,0.0
2026-04-24,CRM,technology,177.70135498046875,178.16000366210938,178.4499969482422,174.39999389648438,175.6199951171875,10817600,0.0,0.0
2026-04-27,CRM,technology,179.71615600585938,180.17999267578125,184.2899932861328,177.50999450683594,178.25999450683594,11907000,0.0,0.0
2026-04-28,CRM,technology,180.8532257080078,181.32000732421875,184.4199981689453,181.32000732421875,182.42999267578125,8711700,0.0,0.0
2026-04-29,CRM,technology,180.75347900390625,181.22000122070312,181.77999877929688,177.35000610351562,179.1999969482422,6882800,0.0,0.0
